,unitid,year,fips,level_of_study,tuition_type,tuition_fees_ft,tuition_ft,fees_ft,credit_hour_charge_pt,tuition_published,fees_published,tuition_fees_published,tuition_pub_pct_increase,fees_pub_pct_increase,ingested_at_utc
2665,139959,2021,13,2,2,11156.0,8878.0,2278.0,370.0,,,,,,2026-02-13T03:05:35
2666,139959,2021,13,2,3,11156.0,8878.0,2278.0,370.0,,,,,,2026-02-13T03:05:35
2667,139959,2021,13,2,4,27464.0,25186.0,2278.0,1050.0,,,,,,2026-02-13T03:05:35
2668,139968,2021,13,1,2,3789.0,2563.0,1226.0,107.0,2563.0,1226.0,3789.0,,,2026-02-13T03:05:35
2669,139968,2021,13,1,3,3789.0,2563.0,1226.0,107.0,2563.0,1226.0,3789.0,,,2026-02-13T03:05:35
2670,139968,2021,13,1,4,10695.0,9469.0,1226.0,395.0,9469.0,1226.0,10695.0,,,2026-02-13T03:05:35
2671,139986,2021,13,1,2,3126.0,2400.0,726.0,100.0,2400.0,726.0,3126.0,,,2026-02-13T03:05:35
2672,139986,2021,13,1,3,3126.0,2400.0,726.0,100.0,2400.0,726.0,3126.0,,,2026-02-13T03:05:35
2673,139986,2021,13,1,4,5526.0,4800.0,726.0,200.0,4800.0,726.0,5526.0,,,2026-02-13T03:05:35
2674,139995,2021,13,1,2,12740.0,11990.0,750.0,,11990.0,750.0,12740.0,0.0,,2026-02-13T03:05:35
2675,139995,2021,13,1,3,12740.0,11990.0,750.0,,11990.0,750.0,12740.0,0.0,,2026-02-13T03:05:35
2676,139995,2021,13,1,4,12740.0,11990.0,750.0,,11990.0,750.0,12740.0,0.0,,2026-02-13T03:05:35
2677,140003,2021,13,1,2,9925.0,9750.0,175.0,225.0,9750.0,175.0,9925.0,,,2026-02-13T03:05:35
2678,140003,2021,13,1,3,9925.0,9750.0,175.0,225.0,9750.0,175.0,9925.0,,,2026-02-13T03:05:35
2679,140003,2021,13,1,4,9925.0,9750.0,175.0,225.0,9750.0,175.0,9925.0,,,2026-02-13T03:05:35
2680,140012,2021,13,1,2,3236.0,2400.0,836.0,100.0,2400.0,836.0,3236.0,,,2026-02-13T03:05:35
2681,140012,2021,13,1,3,3236.0,2400.0,836.0,100.0,2400.0,836.0,3236.0,,,2026-02-13T03:05:35
2682,140012,2021,13,1,4,5636.0,4800.0,836.0,200.0,4800.0,836.0,5636.0,,,2026-02-13T03:05:35
2683,140146,2021,13,2,2,16272.0,14000.0,2272.0,847.0,,,,,,2026-02-13T03:05:35
2684,140146,2021,13,2,3,16272.0,14000.0,2272.0,847.0,,,,,,2026-02-13T03:05:35
2685,140146,2021,13,2,4,16272.0,14000.0,2272.0,847.0,,,,,,2026-02-13T03:05:35
2686,140234,2021,13,1,2,32840.0,32000.0,840.0,1325.0,32000.0,840.0,32840.0,,,2026-02-13T03:05:35
2687,140234,2021,13,1,3,32840.0,32000.0,840.0,1325.0,32000.0,840.0,32840.0,,,2026-02-13T03:05:35
2688,140234,2021,13,1,4,32840.0,32000.0,840.0,1325.0,32000.0,840.0,32840.0,,,2026-02-13T03:05:35
2689,140234,2021,13,2,2,21485.0,21430.0,55.0,756.0,,,,,,2026-02-13T03:05:35
2690,140234,2021,13,2,3,21485.0,21430.0,55.0,756.0,,,,,,2026-02-13T03:05:35
2691,140234,2021,13,2,4,21485.0,21430.0,55.0,756.0,,,,,,2026-02-13T03:05:35
2692,140243,2021,13,1,2,3666.0,3000.0,666.0,100.0,3000.0,666.0,3666.0,,,2026-02-13T03:05:35
2693,140243,2021,13,1,3,3666.0,3000.0,666.0,100.0,3000.0,666.0,3666.0,,,2026-02-13T03:05:35
2694,140243,2021,13,1,4,6666.0,6000.0,666.0,200.0,6000.0,666.0,6666.0,,,2026-02-13T03:05:35
2695,140252,2021,13,1,2,13911.0,12420.0,1491.0,276.0,12420.0,1491.0,13911.0,,,2026-02-13T03:05:35
2696,140252,2021,13,1,3,13911.0,12420.0,1491.0,276.0,12420.0,1491.0,13911.0,,,2026-02-13T03:05:35
2697,140252,2021,13,1,4,13911.0,12420.0,1491.0,276.0,12420.0,1491.0,13911.0,,,2026-02-13T03:05:35
2698,140252,2021,13,2,2,10023.0,8532.0,1491.0,316.0,,,,,,2026-02-13T03:05:35
2699,140252,2021,13,2,3,10023.0,8532.0,1491.0,316.0,,,,,,2026-02-13T03:05:35
2700,140252,2021,13,2,4,10023.0,8532.0,1491.0,316.0,,,,,,2026-02-13T03:05:35
2701,140331,2021,13,1,2,3202.0,2400.0,802.0,100.0,2400.0,802.0,3202.0,,,2026-02-13T03:05:35
2702,140331,2021,13,1,3,3202.0,2400.0,802.0,100.0,2400.0,802.0,3202.0,,,2026-02-13T03:05:35
2703,140331,2021,13,1,4,5602.0,4800.0,802.0,200.0,4800.0,802.0,5602.0,,,2026-02-13T03:05:35
2704,140340,2021,13,1,2,14200.0,13320.0,880.0,585.0,13320.0,880.0,14200.0,,,2026-02-13T03:05:35
2705,140340,2021,13,1,3,14200.0,13320.0,880.0,585.0,13320.0,880.0,14200.0,,,2026-02-13T03:05:35
2706,140340,2021,13,1,4,14200.0,13320.0,880.0,585.0,13320.0,880.0,14200.0,,,2026-02-13T03:05:35
2707,140340,2021,13,2,2,11680.0,10800.0,880.0,675.0,,,,,,2026-02-13T03:05:35
2708,140340,2021,13,2,3,11680.0,10800.0,880.0,675.0,,,,,,2026-02-13T03:05:35
2709,140340,2021,13,2,4,11680.0,10800.0,880.0,675.0,,,,,,2026-02-13T03:05:35
2710,140447,2021,13,1,2,29324.0,29024.0,300.0,967.0,38446.0,300.0,38746.0,,,2026-02-13T03:05:35
2711,140447,2021,13,1,3,29324.0,29024.0,300.0,967.0,38446.0,300.0,38746.0,,,2026-02-13T03:05:35
2712,140447,2021,13,1,4,29324.0,29024.0,300.0,967.0,38446.0,300.0,38746.0,,,2026-02-13T03:05:35
2713,140447,2021,13,2,2,15544.0,15244.0,300.0,847.0,,,,,,2026-02-13T03:05:35
2714,140447,2021,13,2,3,15544.0,15244.0,300.0,847.0,,,,,,2026-02-13T03:05:35
2715,140447,2021,13,2,4,15544.0,15244.0,300.0,847.0,,,,,,2026-02-13T03:05:35
2716,140553,2021,13,1,2,29468.0,27038.0,2430.0,1115.0,27038.0,2430.0,29468.0,,,2026-02-13T03:05:35
2717,140553,2021,13,1,3,29468.0,27038.0,2430.0,1115.0,27038.0,2430.0,29468.0,,,2026-02-13T03:05:35
2718,140553,2021,13,1,4,29468.0,27038.0,2430.0,1115.0,27038.0,2430.0,29468.0,,,2026-02-13T03:05:35
2719,140562,2021,13,2,2,29732.0,23314.0,6418.0,950.0,,,,,,2026-02-13T03:05:35
2720,140562,2021,13,2,3,29732.0,23314.0,6418.0,950.0,,,,,,2026-02-13T03:05:35
2721,140562,2021,13,2,4,29732.0,23314.0,6418.0,950.0,,,,,,2026-02-13T03:05:35
2722,140678,2021,13,1,2,3022.0,2400.0,622.0,100.0,2400.0,622.0,3022.0,,,2026-02-13T03:05:35
2723,140678,2021,13,1,3,3022.0,2400.0,622.0,100.0,2400.0,622.0,3022.0,,,2026-02-13T03:05:35
2724,140678,2021,13,1,4,5422.0,4800.0,622.0,200.0,4800.0,622.0,5422.0,,,2026-02-13T03:05:35
2725,140696,2021,13,1,2,42754.0,42474.0,280.0,1780.0,42474.0,280.0,42754.0,,,2026-02-13T03:05:35
2726,140696,2021,13,1,3,42754.0,42474.0,280.0,1780.0,42474.0,280.0,42754.0,,,2026-02-13T03:05:35
2727,140696,2021,13,1,4,42754.0,42474.0,280.0,1780.0,42474.0,280.0,42754.0,,,2026-02-13T03:05:35
2728,140720,2021,13,1,2,14596.0,12706.0,1890.0,529.0,12706.0,1890.0,14596.0,,,2026-02-13T03:05:35
2729,140720,2021,13,1,3,14596.0,12706.0,1890.0,529.0,12706.0,1890.0,14596.0,,,2026-02-13T03:05:35
2730,140720,2021,13,1,4,14596.0,12706.0,1890.0,529.0,12706.0,1890.0,14596.0,,,2026-02-13T03:05:35
2731,140818,2021,13,1,2,28340.0,28120.0,220.0,1011.0,28120.0,220.0,28340.0,,,2026-02-13T03:05:35
2732,140818,2021,13,1,3,28340.0,28120.0,220.0,1011.0,28120.0,220.0,28340.0,,,2026-02-13T03:05:35
2733,140818,2021,13,1,4,28340.0,28120.0,220.0,1011.0,28120.0,220.0,28340.0,,,2026-02-13T03:05:35
2734,140818,2021,13,2,2,11020.0,10800.0,220.0,600.0,,,,,,2026-02-13T03:05:35
2735,140818,2021,13,2,3,11020.0,10800.0,220.0,600.0,,,,,,2026-02-13T03:05:35
2736,140818,2021,13,2,4,11020.0,10800.0,220.0,600.0,,,,,,2026-02-13T03:05:35
2737,140827,2021,13,1,2,19400.0,19400.0,0.0,,19400.0,0.0,19400.0,0.0,,2026-02-13T03:05:35
2738,140827,2021,13,1,3,19400.0,19400.0,0.0,,19400.0,0.0,19400.0,0.0,,2026-02-13T03:05:35
2739,140827,2021,13,1,4,19400.0,19400.0,0.0,,19400.0,0.0,19400.0,0.0,,2026-02-13T03:05:35
2740,140872,2021,13,1,2,26180.0,25180.0,1000.0,857.0,25180.0,1000.0,26180.0,,,2026-02-13T03:05:35
2741,140872,2021,13,1,3,26180.0,25180.0,1000.0,857.0,25180.0,1000.0,26180.0,,,2026-02-13T03:05:35
2742,140872,2021,13,1,4,26180.0,25180.0,1000.0,857.0,25180.0,1000.0,26180.0,,,2026-02-13T03:05:35
2743,140872,2021,13,2,2,10006.0,9756.0,250.0,542.0,,,,,,2026-02-13T03:05:35
2744,140872,2021,13,2,3,10006.0,9756.0,250.0,542.0,,,,,,2026-02-13T03:05:35
2745,140872,2021,13,2,4,10006.0,9756.0,250.0,542.0,,,,,,2026-02-13T03:05:35
2746,140942,2021,13,1,2,3042.0,2400.0,642.0,100.0,2400.0,642.0,3042.0,,,2026-02-13T03:05:35
2747,140942,2021,13,1,3,3042.0,2400.0,642.0,100.0,2400.0,642.0,3042.0,,,2026-02-13T03:05:35
2748,140942,2021,13,1,4,5442.0,4800.0,642.0,200.0,4800.0,642.0,5442.0,,,2026-02-13T03:05:35
2749,140951,2021,13,1,2,38840.0,38340.0,500.0,852.0,38340.0,500.0,38840.0,,,2026-02-13T03:05:35
2750,140951,2021,13,1,3,38840.0,38340.0,500.0,852.0,38340.0,500.0,38840.0,,,2026-02-13T03:05:35
2751,140951,2021,13,1,4,38840.0,38340.0,500.0,852.0,38340.0,500.0,38840.0,,,2026-02-13T03:05:35
2752,140951,2021,13,2,2,39740.0,39240.0,500.0,872.0,,,,,,2026-02-13T03:05:35
2753,140951,2021,13,2,3,39740.0,39240.0,500.0,872.0,,,,,,2026-02-13T03:05:35
2754,140951,2021,13,2,4,39740.0,39240.0,500.0,872.0,,,,,,2026-02-13T03:05:35
2755,140960,2021,13,1,2,5902.0,4064.0,1838.0,169.0,4064.0,1838.0,5902.0,,,2026-02-13T03:05:35
2756,140960,2021,13,1,3,5902.0,4064.0,1838.0,169.0,4064.0,1838.0,5902.0,,,2026-02-13T03:05:35
2757,140960,2021,13,1,4,11079.0,9241.0,1838.0,616.0,9241.0,1838.0,11079.0,,,2026-02-13T03:05:35
2758,140960,2021,13,2,2,5426.0,3588.0,1838.0,196.0,,,,,,2026-02-13T03:05:35
2759,140960,2021,13,2,3,5426.0,3588.0,1838.0,196.0,,,,,,2026-02-13T03:05:35
2760,140960,2021,13,2,4,14906.0,13068.0,1838.0,726.0,,,,,,2026-02-13T03:05:35
2761,140988,2021,13,1,2,22810.0,22380.0,430.0,550.0,22380.0,430.0,22810.0,,,2026-02-13T03:05:35
2762,140988,2021,13,1,3,22810.0,22380.0,430.0,550.0,22380.0,430.0,22810.0,,,2026-02-13T03:05:35
2763,140988,2021,13,1,4,22810.0,22380.0,430.0,550.0,22380.0,430.0,22810.0,,,2026-02-13T03:05:35
2764,140988,2021,13,2,2,12800.0,12600.0,200.0,525.0,,,,,,2026-02-13T03:05:35
2765,140988,2021,13,2,3,12800.0,12600.0,200.0,525.0,,,,,,2026-02-13T03:05:35
2766,140988,2021,13,2,4,12800.0,12600.0,200.0,525.0,,,,,,2026-02-13T03:05:35
2767,141006,2021,13,1,2,3692.0,3000.0,692.0,100.0,3000.0,692.0,3692.0,,,2026-02-13T03:05:35
2768,141006,2021,13,1,3,3692.0,3000.0,692.0,100.0,3000.0,692.0,3692.0,,,2026-02-13T03:05:35
2769,141006,2021,13,1,4,6692.0,6000.0,692.0,200.0,6000.0,692.0,6692.0,,,2026-02-13T03:05:35
2770,141060,2021,13,1,2,28181.0,25249.0,2932.0,1050.0,25249.0,2932.0,28181.0,,,2026-02-13T03:05:35
2771,141060,2021,13,1,3,28181.0,25249.0,2932.0,1050.0,25249.0,2932.0,28181.0,,,2026-02-13T03:05:35
2772,141060,2021,13,1,4,28181.0,25249.0,2932.0,1050.0,25249.0,2932.0,28181.0,,,2026-02-13T03:05:35
2773,141167,2021,13,1,2,11080.0,10800.0,280.0,450.0,10800.0,280.0,11080.0,,,2026-02-13T03:05:35
2774,141167,2021,13,1,3,11080.0,10800.0,280.0,450.0,10800.0,280.0,11080.0,,,2026-02-13T03:05:35
2775,141167,2021,13,1,4,11080.0,10800.0,280.0,450.0,10800.0,280.0,11080.0,,,2026-02-13T03:05:35
2776,141167,2021,13,2,2,13330.0,13050.0,280.0,725.0,,,,,,2026-02-13T03:05:35
2777,141167,2021,13,2,3,13330.0,13050.0,280.0,725.0,,,,,,2026-02-13T03:05:35
2778,141167,2021,13,2,4,13330.0,13050.0,280.0,725.0,,,,,,2026-02-13T03:05:35
2779,141185,2021,13,1,2,21490.0,21490.0,0.0,895.0,21490.0,0.0,21490.0,,,2026-02-13T03:05:35
2780,141185,2021,13,1,3,21490.0,21490.0,0.0,895.0,21490.0,0.0,21490.0,,,2026-02-13T03:05:35
2781,141185,2021,13,1,4,21490.0,21490.0,0.0,895.0,21490.0,0.0,21490.0,,,2026-02-13T03:05:35
2782,141185,2021,13,2,2,12240.0,12240.0,0.0,510.0,,,,,,2026-02-13T03:05:35
2783,141185,2021,13,2,3,12240.0,12240.0,0.0,510.0,,,,,,2026-02-13T03:05:35
2784,141185,2021,13,2,4,12240.0,12240.0,0.0,510.0,,,,,,2026-02-13T03:05:35
2785,141237,2021,13,1,2,22852.0,21792.0,1060.0,908.0,21792.0,1060.0,22852.0,,,2026-02-13T03:05:35
2786,141237,2021,13,1,3,22852.0,21792.0,1060.0,908.0,21792.0,1060.0,22852.0,,,2026-02-13T03:05:35
2787,141237,2021,13,1,4,22852.0,21792.0,1060.0,908.0,21792.0,1060.0,22852.0,,,2026-02-13T03:05:35
2788,141237,2021,13,2,2,7972.0,6912.0,1060.0,384.0,,,,,,2026-02-13T03:05:35
2789,141237,2021,13,2,3,7972.0,6912.0,1060.0,384.0,,,,,,2026-02-13T03:05:35
2790,141237,2021,13,2,4,7972.0,6912.0,1060.0,384.0,,,,,,2026-02-13T03:05:35
2791,141255,2021,13,1,2,3152.0,2400.0,752.0,100.0,2400.0,752.0,3152.0,,,2026-02-13T03:05:35
2792,141255,2021,13,1,3,3152.0,2400.0,752.0,100.0,2400.0,752.0,3152.0,,,2026-02-13T03:05:35
2793,141255,2021,13,1,4,5552.0,4800.0,752.0,200.0,4800.0,752.0,5552.0,,,2026-02-13T03:05:35
2794,141264,2021,13,1,2,6583.0,4371.0,2212.0,182.0,4371.0,2212.0,6583.0,,,2026-02-13T03:05:35
2795,141264,2021,13,1,3,6583.0,4371.0,2212.0,182.0,4371.0,2212.0,6583.0,,,2026-02-13T03:05:35
2796,141264,2021,13,1,4,17638.0,15426.0,2212.0,643.0,15426.0,2212.0,17638.0,,,2026-02-13T03:05:35
2797,141264,2021,13,2,2,6784.0,4572.0,2212.0,254.0,,,,,,2026-02-13T03:05:35
2798,141264,2021,13,2,3,6784.0,4572.0,2212.0,254.0,,,,,,2026-02-13T03:05:35
2799,141264,2021,13,2,4,18682.0,16470.0,2212.0,915.0,,,,,,2026-02-13T03:05:35
2800,141325,2021,13,1,2,26390.0,25190.0,1200.0,596.0,25190.0,1200.0,26390.0,,,2026-02-13T03:05:35
2801,141325,2021,13,1,3,26390.0,25190.0,1200.0,596.0,25190.0,1200.0,26390.0,,,2026-02-13T03:05:35
2802,141325,2021,13,1,4,26390.0,25190.0,1200.0,596.0,25190.0,1200.0,26390.0,,,2026-02-13T03:05:35
2803,141325,2021,13,2,2,11531.0,11531.0,0.0,641.0,,,,,,2026-02-13T03:05:35
2804,141325,2021,13,2,3,11531.0,11531.0,0.0,641.0,,,,,,2026-02-13T03:05:35
2805,141325,2021,13,2,4,11531.0,11531.0,0.0,641.0,,,,,,2026-02-13T03:05:35
2806,141334,2021,13,1,2,6521.0,4371.0,2150.0,182.0,4371.0,2150.0,6521.0,,,2026-02-13T03:05:35
2807,141334,2021,13,1,3,6521.0,4371.0,2150.0,182.0,4371.0,2150.0,6521.0,,,2026-02-13T03:05:35
2808,141334,2021,13,1,4,17576.0,15426.0,2150.0,643.0,15426.0,2150.0,17576.0,,,2026-02-13T03:05:35
2809,141334,2021,13,2,2,6488.0,4338.0,2150.0,241.0,,,,,,2026-02-13T03:05:35
2810,141334,2021,13,2,3,6488.0,4338.0,2150.0,241.0,,,,,,2026-02-13T03:05:35
2811,141334,2021,13,2,4,18980.0,16830.0,2150.0,935.0,,,,,,2026-02-13T03:05:35
2812,141361,2021,13,1,2,29962.0,28912.0,1050.0,944.0,28912.0,1050.0,29962.0,,,2026-02-13T03:05:35
2813,141361,2021,13,1,3,29962.0,28912.0,1050.0,944.0,28912.0,1050.0,29962.0,,,2026-02-13T03:05:35
2814,141361,2021,13,1,4,29962.0,28912.0,1050.0,944.0,28912.0,1050.0,29962.0,,,2026-02-13T03:05:35
2815,141361,2021,13,2,2,9000.0,9000.0,0.0,944.0,,,,,,2026-02-13T03:05:35
2816,141361,2021,13,2,3,9000.0,9000.0,0.0,944.0,,,,,,2026-02-13T03:05:35
2817,141361,2021,13,2,4,9000.0,9000.0,0.0,944.0,,,,,,2026-02-13T03:05:35
2818,141486,2021,15,1,2,27454.0,27340.0,114.0,911.0,27340.0,114.0,27454.0,,,2026-02-13T03:05:35
2819,141486,2021,15,1,3,27454.0,27340.0,114.0,911.0,27340.0,114.0,27454.0,,,2026-02-13T03:05:35
2820,141486,2021,15,1,4,27454.0,27340.0,114.0,911.0,27340.0,114.0,27454.0,,,2026-02-13T03:05:35
2821,141486,2021,15,2,2,27720.0,27720.0,0.0,1030.0,,,,,,2026-02-13T03:05:35
2822,141486,2021,15,2,3,27720.0,27720.0,0.0,1030.0,,,,,,2026-02-13T03:05:35
2823,141486,2021,15,2,4,27720.0,27720.0,0.0,1030.0,,,,,,2026-02-13T03:05:35
2824,141565,2021,15,1,2,7838.0,7344.0,494.0,306.0,7344.0,494.0,7838.0,,,2026-02-13T03:05:35
2825,141565,2021,15,1,3,7838.0,7344.0,494.0,306.0,7344.0,494.0,7838.0,,,2026-02-13T03:05:35
2826,141565,2021,15,1,4,20798.0,20304.0,494.0,846.0,20304.0,494.0,20798.0,,,2026-02-13T03:05:35
2827,141565,2021,15,2,2,12230.0,11736.0,494.0,489.0,,,,,,2026-02-13T03:05:35
2828,141565,2021,15,2,3,12230.0,11736.0,494.0,489.0,,,,,,2026-02-13T03:05:35
2829,141565,2021,15,2,4,27062.0,26568.0,494.0,1107.0,,,,,,2026-02-13T03:05:35
2830,141574,2021,15,1,2,12186.0,11304.0,882.0,471.0,11304.0,882.0,12186.0,,,2026-02-13T03:05:35
2831,141574,2021,15,1,3,12186.0,11304.0,882.0,471.0,11304.0,882.0,12186.0,,,2026-02-13T03:05:35
2832,141574,2021,15,1,4,34218.0,33336.0,882.0,1389.0,33336.0,882.0,34218.0,,,2026-02-13T03:05:35
2833,141574,2021,15,2,2,16502.0,15600.0,902.0,650.0,,,,,,2026-02-13T03:05:35
2834,141574,2021,15,2,3,16502.0,15600.0,902.0,650.0,,,,,,2026-02-13T03:05:35
2835,141574,2021,15,2,4,34550.0,33648.0,902.0,1402.0,,,,,,2026-02-13T03:05:35
2836,141644,2021,15,1,2,30020.0,29520.0,500.0,1230.0,29520.0,500.0,30020.0,,,2026-02-13T03:05:35
2837,141644,2021,15,1,3,30020.0,29520.0,500.0,1230.0,29520.0,500.0,30020.0,,,2026-02-13T03:05:35
2838,141644,2021,15,1,4,30020.0,29520.0,500.0,1230.0,29520.0,500.0,30020.0,,,2026-02-13T03:05:35
2839,141644,2021,15,2,2,20600.0,20250.0,350.0,1125.0,,,,,,2026-02-13T03:05:35
2840,141644,2021,15,2,3,20600.0,20250.0,350.0,1125.0,,,,,,2026-02-13T03:05:35
2841,141644,2021,15,2,4,20600.0,20250.0,350.0,1125.0,,,,,,2026-02-13T03:05:35
2842,141680,2021,15,1,2,3174.0,3144.0,30.0,131.0,3144.0,30.0,3174.0,,,2026-02-13T03:05:35
2843,141680,2021,15,1,3,3174.0,3144.0,30.0,131.0,3144.0,30.0,3174.0,,,2026-02-13T03:05:35
2844,141680,2021,15,1,4,8310.0,8280.0,30.0,345.0,8280.0,30.0,8310.0,,,2026-02-13T03:05:35
2845,141796,2021,15,1,2,3284.0,3144.0,140.0,131.0,3144.0,140.0,3284.0,,,2026-02-13T03:05:35
2846,141796,2021,15,1,3,3284.0,3144.0,140.0,131.0,3144.0,140.0,3284.0,,,2026-02-13T03:05:35
2847,141796,2021,15,1,4,8420.0,8280.0,140.0,345.0,8280.0,140.0,8420.0,,,2026-02-13T03:05:35
2848,141802,2021,15,1,2,3252.0,3144.0,108.0,131.0,3144.0,108.0,3252.0,,,2026-02-13T03:05:35
2849,141802,2021,15,1,3,3252.0,3144.0,108.0,131.0,3144.0,108.0,3252.0,,,2026-02-13T03:05:35
2850,141802,2021,15,1,4,8388.0,8280.0,108.0,345.0,8280.0,108.0,8388.0,,,2026-02-13T03:05:35
2851,141811,2021,15,1,2,3209.0,3144.0,65.0,131.0,3144.0,65.0,3209.0,,,2026-02-13T03:05:35
2852,141811,2021,15,1,3,3209.0,3144.0,65.0,131.0,3144.0,65.0,3209.0,,,2026-02-13T03:05:35
2853,141811,2021,15,1,4,8345.0,8280.0,65.0,345.0,8280.0,65.0,8345.0,,,2026-02-13T03:05:35
2854,141839,2021,15,1,2,3278.0,3144.0,134.0,131.0,3144.0,134.0,3278.0,,,2026-02-13T03:05:35
2855,141839,2021,15,1,3,3278.0,3144.0,134.0,131.0,3144.0,134.0,3278.0,,,2026-02-13T03:05:35
2856,141839,2021,15,1,4,8414.0,8280.0,134.0,345.0,8280.0,134.0,8414.0,,,2026-02-13T03:05:35
2857,141981,2021,15,1,2,7584.0,7344.0,240.0,306.0,7344.0,240.0,7584.0,,,2026-02-13T03:05:35
2858,141981,2021,15,1,3,7584.0,7344.0,240.0,306.0,7344.0,240.0,7584.0,,,2026-02-13T03:05:35
2859,141981,2021,15,1,4,20544.0,20304.0,240.0,846.0,20304.0,240.0,20544.0,,,2026-02-13T03:05:35
2860,141990,2021,15,1,2,3194.0,3144.0,50.0,131.0,3144.0,50.0,3194.0,,,2026-02-13T03:05:35
2861,141990,2021,15,1,3,3194.0,3144.0,50.0,131.0,3144.0,50.0,3194.0,,,2026-02-13T03:05:35
2862,141990,2021,15,1,4,8330.0,8280.0,50.0,345.0,8280.0,50.0,8330.0,,,2026-02-13T03:05:35
2863,142090,2021,16,1,2,13100.0,12450.0,650.0,415.0,12450.0,650.0,13100.0,,,2026-02-13T03:05:35
2864,142090,2021,16,1,3,13100.0,12450.0,650.0,415.0,12450.0,650.0,13100.0,,,2026-02-13T03:05:35
2865,142090,2021,16,1,4,13100.0,12450.0,650.0,415.0,12450.0,650.0,13100.0,,,2026-02-13T03:05:35
2866,142115,2021,16,1,2,8060.0,5532.0,2528.0,367.0,5532.0,2528.0,8060.0,,,2026-02-13T03:05:35
2867,142115,2021,16,1,3,8060.0,5532.0,2528.0,367.0,5532.0,2528.0,8060.0,,,2026-02-13T03:05:35
2868,142115,2021,16,1,4,24980.0,22452.0,2528.0,724.0,22452.0,2528.0,24980.0,,,2026-02-13T03:05:35
2869,142115,2021,16,2,2,9638.0,7110.0,2528.0,470.0,,,,,,2026-02-13T03:05:35
2870,142115,2021,16,2,3,9638.0,7110.0,2528.0,470.0,,,,,,2026-02-13T03:05:35
2871,142115,2021,16,2,4,26558.0,24030.0,2528.0,827.0,,,,,,2026-02-13T03:05:35
2872,142179,2021,16,1,2,3126.0,3096.0,30.0,129.0,3096.0,30.0,3126.0,,,2026-02-13T03:05:35
2873,142179,2021,16,1,3,4126.0,4096.0,30.0,179.0,4096.0,30.0,4126.0,,,2026-02-13T03:05:35
2874,142179,2021,16,1,4,6222.0,6192.0,30.0,258.0,6192.0,30.0,6222.0,,,2026-02-13T03:05:35
2875,142276,2021,16,1,2,7872.0,5928.0,1944.0,402.0,5928.0,1944.0,7872.0,0.0,,2026-02-13T03:05:35
2876,142276,2021,16,1,3,7872.0,5928.0,1944.0,402.0,5928.0,1944.0,7872.0,0.0,,2026-02-13T03:05:35
2877,142276,2021,16,1,4,25326.0,23382.0,1944.0,686.0,23382.0,1944.0,25326.0,,,2026-02-13T03:05:35
2878,142276,2021,16,2,2,10324.0,8380.0,1944.0,526.0,,,,,,2026-02-13T03:05:35
2879,142276,2021,16,2,3,10324.0,8380.0,1944.0,526.0,,,,,,2026-02-13T03:05:35
2880,142276,2021,16,2,4,27778.0,25834.0,1944.0,809.0,,,,,,2026-02-13T03:05:35
2881,142285,2021,16,1,2,8340.0,6182.0,2158.0,368.0,6182.0,2158.0,8340.0,,,2026-02-13T03:05:35
2882,142285,2021,16,1,3,8340.0,6182.0,2158.0,368.0,6182.0,2158.0,8340.0,,,2026-02-13T03:05:35
2883,142285,2021,16,1,4,27576.0,25418.0,2158.0,1330.0,25418.0,2158.0,27576.0,,,2026-02-13T03:05:35
2884,142285,2021,16,2,2,9912.0,7754.0,2158.0,502.0,,,,,,2026-02-13T03:05:35
2885,142285,2021,16,2,3,9912.0,7754.0,2158.0,502.0,,,,,,2026-02-13T03:05:35
2886,142285,2021,16,2,4,29148.0,26990.0,2158.0,1571.0,,,,,,2026-02-13T03:05:35
2887,142294,2021,16,1,2,33755.0,33000.0,755.0,1330.0,33000.0,755.0,33755.0,,,2026-02-13T03:05:35
2888,142294,2021,16,1,3,33755.0,33000.0,755.0,1330.0,33000.0,755.0,33755.0,,,2026-02-13T03:05:35
2889,142294,2021,16,1,4,33755.0,33000.0,755.0,1330.0,33000.0,755.0,33755.0,,,2026-02-13T03:05:35
2890,142294,2021,16,2,2,22145.0,22120.0,25.0,630.0,,,,,,2026-02-13T03:05:35
2891,142294,2021,16,2,3,22145.0,22120.0,25.0,630.0,,,,,,2026-02-13T03:05:35
2892,142294,2021,16,2,4,22145.0,22120.0,25.0,630.0,,,,,,2026-02-13T03:05:35
2893,142328,2021,16,1,2,6982.0,6982.0,0.0,356.0,6982.0,0.0,6982.0,,,2026-02-13T03:05:35
2894,142328,2021,16,1,3,6982.0,6982.0,0.0,356.0,6982.0,0.0,6982.0,,,2026-02-13T03:05:35
2895,142328,2021,16,1,4,20238.0,20238.0,0.0,356.0,20238.0,0.0,20238.0,,,2026-02-13T03:05:35
2896,142328,2021,16,2,2,4500.0,4500.0,0.0,450.0,,,,,,2026-02-13T03:05:35
2897,142328,2021,16,2,3,4500.0,4500.0,0.0,450.0,,,,,,2026-02-13T03:05:35
2898,142328,2021,16,2,4,9000.0,9000.0,0.0,450.0,,,,,,2026-02-13T03:05:35
2899,142443,2021,16,1,2,3396.0,2436.0,960.0,142.0,2436.0,960.0,3396.0,,,2026-02-13T03:05:35
2900,142443,2021,16,1,3,4960.0,4000.0,960.0,215.0,4000.0,960.0,4960.0,,,2026-02-13T03:05:35
